"COD_MUN_IBGE","SIGLA_PARTIDO","DESCRICAO_SEXO","DESCRICAO_GRAU_INSTRUCAO"
"251690","PSDB","MASCULINO","SUPERIOR COMPLETO"
"251276","DEM","FEMININO","SUPERIOR COMPLETO"
"250970","PSDB","FEMININO","SUPERIOR COMPLETO"
"250860","PSB","MASCULINO","SUPERIOR INCOMPLETO"
"251510","PSDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"250470","PDT","MASCULINO","SUPERIOR COMPLETO"
"250420","PMDB","MASCULINO","SUPERIOR COMPLETO"
"251090","PR","MASCULINO","SUPERIOR COMPLETO"
"250230","PTB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"251390","DEM","MASCULINO","SUPERIOR COMPLETO"
"250260","PTB","MASCULINO","SUPERIOR COMPLETO"
"250215","PDT","MASCULINO","SUPERIOR INCOMPLETO"
"251100","PR","MASCULINO","SUPERIOR COMPLETO"
"251130","PSD","MASCULINO","SUPERIOR INCOMPLETO"
"411275","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"410150","PSC","MASCULINO","ENSINO MÉDIO COMPLETO"
"412620","PDT","MASCULINO","SUPERIOR COMPLETO"
"251140","PT","MASCULINO","SUPERIOR COMPLETO"
"251490","DEM","MASCULINO","SUPERIOR COMPLETO"
"251570","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"250300","PDT","MASCULINO","SUPERIOR COMPLETO"
"251070","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"251470","DEM","MASCULINO","SUPERIOR COMPLETO"
"250590","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"251290","PSB","MASCULINO","SUPERIOR COMPLETO"
"250810","PSB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"250560","PSDB","FEMININO","SUPERIOR COMPLETO"
"251270","PSB","MASCULINO","SUPERIOR COMPLETO"
"251160","PSB","MASCULINO","SUPERIOR COMPLETO"
"251200","PTB","MASCULINO","SUPERIOR COMPLETO"
"251710","DEM","MASCULINO","SUPERIOR COMPLETO"
"251396","PR","FEMININO","ENSINO MÉDIO COMPLETO"
"251335","PDT","MASCULINO","SUPERIOR COMPLETO"
"251385","PDT","FEMININO","SUPERIOR COMPLETO"
"250057","PSD","FEMININO","ENSINO MÉDIO COMPLETO"
"251465","PR","FEMININO","SUPERIOR COMPLETO"
"250530","PSDB","MASCULINO","SUPERIOR COMPLETO"
"251280","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"251670","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"251445","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"250160","DEM","MASCULINO","SUPERIOR COMPLETO"
"250855","PSB","FEMININO","ENSINO MÉDIO INCOMPLETO"
"251275","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"251040","PMDB","MASCULINO","SUPERIOR COMPLETO"
"250527","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"251420","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"250430","PTB","MASCULINO","SUPERIOR COMPLETO"
"250620","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"251065","PSB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"250450","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"251230","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"250375","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"411490","PV","MASCULINO","SUPERIOR COMPLETO"
"411940","PSD","MASCULINO","SUPERIOR COMPLETO"
"411410","PSB","MASCULINO","SUPERIOR COMPLETO"
"412490","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"410990","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"410430","PPS","MASCULINO","SUPERIOR INCOMPLETO"
"412530","PP","MASCULINO","SUPERIOR COMPLETO"
"411570","PR","MASCULINO","SUPERIOR COMPLETO"
"251610","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"251278","PTB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"251630","PSB","MASCULINO","SUPERIOR COMPLETO"
"251207","DEM","FEMININO","ENSINO MÉDIO COMPLETO"
"251240","PRB","MASCULINO","SUPERIOR INCOMPLETO"
"250700","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"251410","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"250415","PSDB","MASCULINO","LÊ E ESCREVE"
"251500","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"251580","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"250890","PSB","FEMININO","SUPERIOR COMPLETO"
"250840","PSDB","MASCULINO","SUPERIOR COMPLETO"
"250440","PSDB","MASCULINO","SUPERIOR COMPLETO"
"250670","PSD","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"410010","PDT","MASCULINO","SUPERIOR COMPLETO"
"250220","PSD","MASCULINO","SUPERIOR COMPLETO"
"250150","PSB","MASCULINO","SUPERIOR COMPLETO"
"250610","PMDB","FEMININO","SUPERIOR COMPLETO"
"251455","PMDB","FEMININO","SUPERIOR COMPLETO"
"250720","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"250880","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"412217","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"410305","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412265","PSC","MASCULINO","SUPERIOR COMPLETO"
"410300","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411373","PDT","MASCULINO","SUPERIOR COMPLETO"
"251550","PDT","MASCULINO","SUPERIOR COMPLETO"
"250330","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"251597","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"250915","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"250830","PSDB","MASCULINO","SUPERIOR COMPLETO"
"251272","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"250070","PP","MASCULINO","SUPERIOR INCOMPLETO"
"251020","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"250280","PR","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"250210","PSD","FEMININO","SUPERIOR COMPLETO"
"251660","PMDB","MASCULINO","SUPERIOR COMPLETO"
"250403","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"250600","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"250933","PSD","FEMININO","ENSINO MÉDIO COMPLETO"
"250640","PMDB","MASCULINO","SUPERIOR COMPLETO"
"250157","PSD","FEMININO","SUPERIOR COMPLETO"
"411050","PSC","MASCULINO","SUPERIOR INCOMPLETO"
"410865","PMDB","FEMININO","SUPERIOR COMPLETO"
"412395","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412450","PMDB","MASCULINO","SUPERIOR COMPLETO"
"412340","PMDB","MASCULINO","SUPERIOR COMPLETO"
"411915","PDT","FEMININO","SUPERIOR COMPLETO"
"411130","PMDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"412680","PSDB","MASCULINO","SUPERIOR COMPLETO"
"412800","PSC","MASCULINO","SUPERIOR COMPLETO"
"260005","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"410710","PT","MASCULINO","SUPERIOR INCOMPLETO"
"412385","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"411310","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410900","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412210","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"410530","DEM","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"411020","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"260890","PSB","MASCULINO","SUPERIOR COMPLETO"
"412400","PDT","MASCULINO","SUPERIOR COMPLETO"
"261450","PSB","FEMININO","SUPERIOR COMPLETO"
"412020","PTB","MASCULINO","SUPERIOR COMPLETO"
"410590","PPL","MASCULINO","SUPERIOR COMPLETO"
"410657","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"260420","PSD","MASCULINO","SUPERIOR COMPLETO"
"410790","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"260030","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"412853","DEM","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"412862","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"410322","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"411890","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410347","PMDB","MASCULINO","SUPERIOR COMPLETO"
"412660","PSB","MASCULINO","SUPERIOR COMPLETO"
"410754","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412035","PR","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"412090","PROS","FEMININO","SUPERIOR COMPLETO"
"412120","PSDB","FEMININO","ENSINO FUNDAMENTAL COMPLETO"
"412480","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410020","PSC","MASCULINO","ENSINO MÉDIO COMPLETO"
"410240","PDT","MASCULINO","SUPERIOR COMPLETO"
"412050","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410860","PPS","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"260630","PT","MASCULINO","SUPERIOR COMPLETO"
"412460","SD","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"261520","PR","FEMININO","SUPERIOR COMPLETO"
"412370","PTB","MASCULINO","SUPERIOR COMPLETO"
"411380","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"412640","PSD","MASCULINO","SUPERIOR COMPLETO"
"411440","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"411470","PSC","MASCULINO","SUPERIOR COMPLETO"
"412730","PSD","MASCULINO","SUPERIOR INCOMPLETO"
"411600","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411480","PP","MASCULINO","SUPERIOR COMPLETO"
"411155","PSC","MASCULINO","ENSINO MÉDIO COMPLETO"
"411030","PRB","MASCULINO","SUPERIOR COMPLETO"
"260300","PMDB","MASCULINO","SUPERIOR COMPLETO"
"261300","PSB","FEMININO","SUPERIOR COMPLETO"
"410510","PSC","MASCULINO","SUPERIOR COMPLETO"
"411345","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"410340","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"260090","PR","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"260780","PMN","MASCULINO","SUPERIOR COMPLETO"
"410540","PMDB","MASCULINO","SUPERIOR COMPLETO"
"412670","PSD","MASCULINO","SUPERIOR COMPLETO"
"411150","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410250","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"412015","PSDB","FEMININO","SUPERIOR COMPLETO"
"412545","PP","MASCULINO","SUPERIOR COMPLETO"
"412840","PSC","MASCULINO","SUPERIOR COMPLETO"
"411210","PSC","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"410832","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410725","PTN","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"411295","PSD","FEMININO","SUPERIOR COMPLETO"
"260380","PSB","FEMININO","SUPERIOR COMPLETO"
"410304","PSB","MASCULINO","SUPERIOR COMPLETO"
"411060","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410660","PSC","MASCULINO","SUPERIOR COMPLETO"
"412610","PDT","MASCULINO","SUPERIOR COMPLETO"
"411360","PMDB","FEMININO","SUPERIOR COMPLETO"
"412440","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"410090","PMDB","FEMININO","ENSINO MÉDIO COMPLETO"
"412650","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"412382","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410350","PP","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"261610","PSB","MASCULINO","SUPERIOR COMPLETO"
"261150","PSB","MASCULINO","SUPERIOR INCOMPLETO"
"260560","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"410730","PMN","MASCULINO","SUPERIOR COMPLETO"
"261260","PTB","MASCULINO","SUPERIOR COMPLETO"
"412125","PP","MASCULINO","SUPERIOR COMPLETO"
"410030","PMDB","FEMININO","ENSINO MÉDIO COMPLETO"
"411230","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"412470","PPS","MASCULINO","SUPERIOR COMPLETO"
"410630","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410320","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410845","PSD","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"411920","PDT","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"412000","DEM","MASCULINO","SUPERIOR COMPLETO"
"411605","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"411160","PSD","MASCULINO","SUPERIOR COMPLETO"
"260500","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"261618","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411330","PSC","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"410315","PSDB","MASCULINO","SUPERIOR COMPLETO"
"412190","PHS","MASCULINO","SUPERIOR INCOMPLETO"
"412320","PTB","MASCULINO","SUPERIOR COMPLETO"
"411790","PSC","MASCULINO","SUPERIOR COMPLETO"
"412290","PRP","MASCULINO","ENSINO MÉDIO COMPLETO"
"410850","PSD","MASCULINO","SUPERIOR COMPLETO"
"410770","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"411770","PSC","MASCULINO","SUPERIOR COMPLETO"
"411575","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"410500","PSD","MASCULINO","SUPERIOR COMPLETO"
"412788","PSDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"412540","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412380","PSDB","MASCULINO","SUPERIOR COMPLETO"
"411070","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"410220","PSD","MASCULINO","SUPERIOR COMPLETO"
"412280","PMDB","MASCULINO","SUPERIOR COMPLETO"
"411125","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"261620","PSDB","MASCULINO","SUPERIOR COMPLETO"
"411040","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411729","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"410310","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411500","PP","MASCULINO","SUPERIOR COMPLETO"
"412310","PV","MASCULINO","SUPERIOR COMPLETO"
"412500","PSC","MASCULINO","SUPERIOR COMPLETO"
"412390","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410570","PMDB","MASCULINO","SUPERIOR COMPLETO"
"411580","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410185","PT","MASCULINO","SUPERIOR COMPLETO"
"261020","PSB","FEMININO","SUPERIOR COMPLETO"
"412710","PDT","MASCULINO","SUPERIOR COMPLETO"
"412635","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412627","PV","MASCULINO","SUPERIOR COMPLETO"
"411540","PHS","MASCULINO","SUPERIOR COMPLETO"
"411350","SD","MASCULINO","SUPERIOR COMPLETO"
"411560","PP","MASCULINO","SUPERIOR COMPLETO"
"412830","PSB","MASCULINO","SUPERIOR COMPLETO"
"411000","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410685","PSDB","FEMININO","ENSINO FUNDAMENTAL COMPLETO"
"412135","PMDB","FEMININO","SUPERIOR COMPLETO"
"411660","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412850","PDT","MASCULINO","SUPERIOR COMPLETO"
"411750","PT","MASCULINO","SUPERIOR COMPLETO"
"411980","PT","MASCULINO","SUPERIOR COMPLETO"
"410870","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"411910","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410290","PSDB","MASCULINO","SUPERIOR COMPLETO"
"411721","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"412720","PDT","MASCULINO","SUPERIOR COMPLETO"
"260220","PSD","MASCULINO","SUPERIOR INCOMPLETO"
"411460","DEM","MASCULINO","SUPERIOR COMPLETO"
"410360","PMDB","MASCULINO","SUPERIOR COMPLETO"
"412150","PROS","MASCULINO","ENSINO MÉDIO COMPLETO"
"412880","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"411690","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"411220","PSB","MASCULINO","SUPERIOR COMPLETO"
"410765","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410930","PDT","MASCULINO","SUPERIOR COMPLETO"
"411005","PSD","MASCULINO","SUPERIOR COMPLETO"
"412360","PSC","MASCULINO","SUPERIOR COMPLETO"
"411700","PPS","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"412690","PSC","MASCULINO","SUPERIOR COMPLETO"
"411250","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"410810","PDT","FEMININO","SUPERIOR COMPLETO"
"411342","PHS","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"410420","DEM","MASCULINO","SUPERIOR INCOMPLETO"
"411727","PSC","MASCULINO","SUPERIOR COMPLETO"
"410670","PSDB","MASCULINO","SUPERIOR COMPLETO"
"411925","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410640","PSDB","MASCULINO","SUPERIOR COMPLETO"
"411965","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410105","PSC","MASCULINO","SUPERIOR COMPLETO"
"410970","PMDB","MASCULINO","SUPERIOR COMPLETO"
"260640","PSDB","MASCULINO","SUPERIOR COMPLETO"
"261330","PSDB","MASCULINO","SUPERIOR COMPLETO"
"260530","PR","MASCULINO","SUPERIOR COMPLETO"
"411280","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411300","PSDB","MASCULINO","SUPERIOR COMPLETO"
"260950","PSDB","MASCULINO","SUPERIOR COMPLETO"
"411530","PDT","MASCULINO","SUPERIOR COMPLETO"
"411970","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411080","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"412240","PSDB","MASCULINO","SUPERIOR COMPLETO"
"410550","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"410302","PV","MASCULINO","SUPERIOR COMPLETO"
"410712","PSB","MASCULINO","SUPERIOR COMPLETO"
"261340","PEN","MASCULINO","ENSINO MÉDIO COMPLETO"
"261180","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411800","PT","MASCULINO","SUPERIOR COMPLETO"
"410280","PR","MASCULINO","SUPERIOR COMPLETO"
"411722","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411170","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"411885","PSC","MASCULINO","SUPERIOR COMPLETO"
"410965","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410410","PMDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"412130","PMDB","FEMININO","SUPERIOR COMPLETO"
"412625","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412160","PSC","MASCULINO","SUPERIOR COMPLETO"
"412863","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"410370","PTB","MASCULINO","SUPERIOR COMPLETO"
"411930","PT","MASCULINO","SUPERIOR COMPLETO"
"412575","PSD","MASCULINO","SUPERIOR COMPLETO"
"410690","PMN","MASCULINO","SUPERIOR COMPLETO"
"411760","PEN","MASCULINO","SUPERIOR COMPLETO"
"411640","PR","MASCULINO","SUPERIOR COMPLETO"
"410465","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"410390","PSC","MASCULINO","SUPERIOR COMPLETO"
"411720","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412140","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"412740","PSC","MASCULINO","ENSINO MÉDIO COMPLETO"
"411290","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"410600","PTB","MASCULINO","SUPERIOR COMPLETO"
"260930","PSD","FEMININO","ENSINO MÉDIO COMPLETO"
"410520","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410753","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"410895","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"330520","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412085","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412796","PR","MASCULINO","SUPERIOR COMPLETO"
"411900","PSC","MASCULINO","SUPERIOR COMPLETO"
"411100","PDT","MASCULINO","SUPERIOR COMPLETO"
"410800","PMDB","MASCULINO","SUPERIOR COMPLETO"
"412215","PHS","MASCULINO","LÊ E ESCREVE"
"411340","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"411745","DEM","MASCULINO","SUPERIOR COMPLETO"
"412750","PMDB","MASCULINO","SUPERIOR COMPLETO"
"411180","DEM","MASCULINO","SUPERIOR COMPLETO"
"410680","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"412760","PSDB","MASCULINO","SUPERIOR COMPLETO"
"412580","PTB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"411430","PSC","MASCULINO","ENSINO MÉDIO COMPLETO"
"412350","PMDB","MASCULINO","SUPERIOR COMPLETO"
"411850","PDT","MASCULINO","SUPERIOR COMPLETO"
"411400","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"411610","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410335","PSDB","MASCULINO","SUPERIOR COMPLETO"
"411990","PPS","MASCULINO","SUPERIOR COMPLETO"
"410940","PPS","MASCULINO","SUPERIOR COMPLETO"
"412860","PR","MASCULINO","SUPERIOR COMPLETO"
"411320","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410210","PTB","MASCULINO","SUPERIOR COMPLETO"
"410425","PSD","MASCULINO","SUPERIOR INCOMPLETO"
"411420","PDT","MASCULINO","SUPERIOR INCOMPLETO"
"412790","PR","MASCULINO","SUPERIOR COMPLETO"
"412170","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"410140","PSD","MASCULINO","SUPERIOR COMPLETO"
"412033","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"410820","PSDB","MASCULINO","SUPERIOR COMPLETO"
"411650","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"411870","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"411375","PTB","MASCULINO","SUPERIOR COMPLETO"
"260960","SD","MASCULINO","SUPERIOR COMPLETO"
"260805","SD","FEMININO","SUPERIOR COMPLETO"
"260490","PTC","FEMININO","SUPERIOR COMPLETO"
"330530","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"260460","PTB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"261400","PSD","MASCULINO","SUPERIOR COMPLETO"
"260910","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261380","PSB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"261110","PSB","MASCULINO","SUPERIOR COMPLETO"
"261390","PT","MASCULINO","SUPERIOR COMPLETO"
"261560","PSB","MASCULINO","SUPERIOR COMPLETO"
"410270","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"410650","PMDB","MASCULINO","SUPERIOR COMPLETO"
"411450","PR","FEMININO","SUPERIOR COMPLETO"
"412520","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"410445","PR","MASCULINO","SUPERIOR COMPLETO"
"411573","PP","MASCULINO","SUPERIOR COMPLETO"
"410130","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"410405","PR","MASCULINO","SUPERIOR COMPLETO"
"411260","PP","FEMININO","SUPERIOR COMPLETO"
"410580","PSDB","FEMININO","SUPERIOR COMPLETO"
"411820","PV","MASCULINO","SUPERIOR INCOMPLETO"
"412770","PP","MASCULINO","SUPERIOR COMPLETO"
"412810","PSC","MASCULINO","ENSINO MÉDIO COMPLETO"
"410645","PMDB","FEMININO","ENSINO FUNDAMENTAL COMPLETO"
"410610","DEM","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"411670","PMDB","MASCULINO","SUPERIOR COMPLETO"
"412795","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"412600","PSB","MASCULINO","SUPERIOR COMPLETO"
"410760","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"412200","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"410620","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"410080","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410180","PPS","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"412100","PMDB","FEMININO","SUPERIOR COMPLETO"
"330610","PP","MASCULINO","SUPERIOR COMPLETO"
"261247","PTB","MASCULINO","SUPERIOR COMPLETO"
"330440","PR","MASCULINO","SUPERIOR COMPLETO"
"260660","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260820","PTB","MASCULINO","SUPERIOR COMPLETO"
"260825","PSB","MASCULINO","SUPERIOR COMPLETO"
"261070","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261360","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260760","PSB","MASCULINO","SUPERIOR COMPLETO"
"261200","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411010","PSD","MASCULINO","SUPERIOR COMPLETO"
"411860","PSC","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"411090","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411095","PDT","MASCULINO","SUPERIOR COMPLETO"
"410440","PTB","MASCULINO","SUPERIOR COMPLETO"
"330230","PP","MASCULINO","SUPERIOR COMPLETO"
"330245","PHS","MASCULINO","ENSINO MÉDIO COMPLETO"
"411007","PROS","MASCULINO","ENSINO MÉDIO COMPLETO"
"410655","PDT","MASCULINO","SUPERIOR COMPLETO"
"410780","PSDB","MASCULINO","SUPERIOR COMPLETO"
"412665","PMDB","MASCULINO","SUPERIOR COMPLETO"
"412010","PPS","MASCULINO","SUPERIOR COMPLETO"
"261090","PRP","FEMININO","SUPERIOR COMPLETO"
"330385","PV","MASCULINO","SUPERIOR COMPLETO"
"330170","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260795","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"412402","PRB","MASCULINO","SUPERIOR COMPLETO"
"411535","PPS","MASCULINO","SUPERIOR COMPLETO"
"412700","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"412260","PROS","MASCULINO","ENSINO MÉDIO COMPLETO"
"410450","PDT","MASCULINO","SUPERIOR COMPLETO"
"412667","DEM","MASCULINO","SUPERIOR INCOMPLETO"
"412330","PR","MASCULINO","SUPERIOR COMPLETO"
"412250","PSDB","FEMININO","SUPERIOR COMPLETO"
"410260","PMDB","MASCULINO","SUPERIOR COMPLETO"
"412030","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330470","PSB","MASCULINO","SUPERIOR COMPLETO"
"410460","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"411550","PMDB","MASCULINO","SUPERIOR COMPLETO"
"410120","PSB","MASCULINO","SUPERIOR COMPLETO"
"411840","PSDB","MASCULINO","SUPERIOR COMPLETO"
"260390","PSB","MASCULINO","SUPERIOR COMPLETO"
"261080","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261600","PR","MASCULINO","SUPERIOR COMPLETO"
